Country,Province/State (if applicable),English name,FEATURES FOR REVERSE INDEX,Short Bilingual name ( Button Box name),Full Bilingual name,Japanese Title,Type,City (if applicable and lots of instances),Video file name (all mp4),Notes,Upload date,Source,
Canada,Ontario,Collingwood 2,"Canada, Ontario, Collingwood, park, flowers, spring, waterfront ",Collingwood 2,"Harbourview Park 1 / Parc Harbourview n.1  Collingwood, Ontario",,Drive,Collingwood,CA - ON - COLLINGWOOD 2,,09/06/2022,David,
Canada,Ontario,Collingwood 3,"Canada, Ontario, Collingwood, boardwalk, summer, park, walk",Collingwood 3,"Harbourview Park 2 / Parc Harbourview n.2  Collingwood, Ontario",,Drive,Collingwood,CA - ON - COLLINGWOOD 3,,09/06/2022,David,
Canada,Ontario,Crests of Kennisis 1,"Canada, Ontario, Crests of Kennisis, Haliburton, Forest, Nature, Trees, Rocks, hike, trail, cliffs, moss, beaver lodge, pond",Kennisis 1,"Crests of Kennisis Trail 1, Haliburton, Ontario / Sentier Crests of Kennisis n.1, Haliburton, Ontario",,Walk,,CA - ON - CRESTS OF KENNISIS 1,,22/11/2023,David,
Canada,Ontario,Crests of Kennisis 2,"Canada, Ontario, Haliburton, Crests of Kennisis, Forest, Nature, Trees, Rocks, hike, trail",Kennisis 2,"Crests of Kennisis Trail 2, Haliburton, Ontario / Sentier Crests of Kennisis n.2,  Haliburton, Ontario",,Walk,,CA - ON - CRESTS OF KENNISIS 2,,22/11/2023,David,
Canada,Ontario,Distillery Xmas 1,"Canada, Ontario, Toronto, Distillery District, Christmas, History, architecture, shopping",Xmas/Nöel Distillery 1,"The Distillery Winter Village 1, Toronto / Le Distillery Winter Village n.1, Toronto",,Walk,Toronto,XMAS - DISTILLERY WINTER VILLAGE 1,Christmas,04/05/2022,David,
Canada,Ontario,Distillery Xmas 2,"Canada, Ontario, Toronto, Distillery District, Christmas, History, architecture, shopping",Xmas/Nöel Distillery 2,"The Distillery Winter Village 2, Toronto / Le Distillery Winter Village n.2, Toronto",,Walk,Toronto,XMAS - DISTILLERY WINTER VILLAGE 2,Christmas,04/05/2022,David,
Canada,Ontario,Distillery Xmas 3,"Canada, Ontario, Toronto, Distillery District, Christmas, History, architecture, shopping",Xmas/Nöel Distillery 3,"The Distillery Winter Village 3, Toronto / Le Distillery Winter Village n.3, Toronto",,Walk,Toronto,XMAS - DISTILLERY WINTER VILLAGE 3,Christmas,04/05/2022,David,
Canada,Ontario,Drive into Toronto,"Canada, Ontario, Toronto, Drive, Danforth Avenue",Toronto ,Drive into Toronto / En voiture à Toronto ,,Drive,Toronto,CA - ON - TO - DRIVE INTO TORONTO,,04/05/2022,David/Lisa,
Canada,Ontario,Duchesnay Falls,"Canada, Ontario, Duchesnay Falls, Hike, Trail, Nature, Waterfall, Creek, River, Forest, Woods, Trees",Duchesnay Falls / Chutes Duchesnay,"Duchesnay Falls / Chutes Duchesnay, North Bay, Ontario",,Walk,,CA - ON - DUCHESNAY FALLS,,08/09/2023,David,
Canada,Ontario,Dundas Square,"Canada, Ontario, Toronto, Dundas Square, Architecture, Crowds, Streets, Downtown, Fountain","Dundas Square, Toronto","Dundas Square, Toronto",,Walk,Toronto,CA - ON - DUNDAS SQUARE,,01/10/2023,David,
Canada,Ontario,Dunnville,"Canada, Ontario, Dunnville, Small Town, Countryside, Restaurant",Dunnville,"Dunnville, Ontario",,Drive,Dunnville,CA - ON - DUNNVILLE,,07/09/2023,David,
Canada,Ontario,Eaton Centre Christmas,"Canada, Toronto, Eaton Centre, Christmas",Xmas/Nöel Eaton Centre,"Eaton Centre Christmas / Nöel au Centre Eaton, Toronto",,Walk,Toronto,XMAS - EATON CENTRE CHRISTMAS,Christmas,04/05/2022,David,
Canada,Ontario,Fall Colours Toronto,"Canada, Ontario, Toronto, High Park, Fall Colours, Autumn",Fall Colours / Couleurs de L'Automne,"Fall Colours, High Park, Toronto / Couleurs de L'Automne, High Park, Toronto",,Walk,Toronto,CA - ON - TO - FALL COLOURS,,09/12/2022,David,
Canada,Ontario,Farmers Market North Bay,"Canada, Ontario, North Bay, Farmer's Market",Farmers Market / Marché Fermier,"Farmers Market / Marché Fermier, North Bay Ontario",,Walk,North Bay,CA - ON - FARMERS MARKET NORTH BAY,,16/09/2022,David,
Canada,Ontario,Graffiti Alley,"Canada, Ontario, Toronto, Graffiti, Graffiti Alley",Graffiti Alley Toronto,"Graffiti Alley, Toronto Ontario",,Walk,Toronto,CA - ON - TO - GRAFFITI ALLEY,,09/06/2022,David,
Canada,Ontario,Gravenhurst,"Canada, Ontario, Gravenhurst, History, Muskoka, Boats, Waterfront",Gravenhurst,"Gravenhurst, Ontario",,Drive,Gravenhurst,CA - ON - GRAVENHURST,,09/12/2022,David,
Canada,Ontario,Grey County 1,"Canada, Ontario, Grey County, Blue Mountains, coutryside, drive",Grey County / Comté de Grey 1,"Blue Mountains Drive / Blue Mountains en auto  Grey County / Comté de Grey, Ontario",,Drive,,CA - ON - GREY COUNTY 1,,09/06/2022,David,
Canada,Ontario,Grey County 2,"Canada, Ontario, Grey County, Beaver Valley, gardens, countryside, flowers",Grey County / Comté de Grey 2,"Fiddlehead Nursery / Pépinière Fiddlehead  Beaver Valley, Grey County, Ontario",,Walk,,CA - ON - GREY COUNTY 2,,12/06/2022,David,
Canada,Ontario,Grey County 3,"Canada, Ontario, Grey County, Beaver Valley, Trail, trees, hike, woods, forest",Grey County / Comté de Grey 3,"Old Baldy Trail 1 / Le Sentier Old Baldy n.1   Beaver Valley, Grey County, Ontario",,Walk,,CA - ON - GREY COUNTY 3,,13/06/2022,David,
Canada,Ontario,Grey County 4,"Canada, Ontario, Grey County, Beaver Valley, Trail, trees, hike, woods, forest, cliffs",Grey County / Comté de Grey 4,"Old Baldy Trail 2 / Le Sentier Old Baldy n.2   Beaver Valley, Grey County, Ontario",,Walk,,CA - ON - GREY COUNTY 4,,13/06/2022,David,
Canada,Ontario,Grey County 5,"Canada, Ontario, Grey County, Beaver Valley, Metcalfe Crevice Trail, trees, hike, woods, forest, rocks",Grey County / Comté de Grey 5,"Metcalfe Crevice Trail / Sentier Crevasse Metcalfe  Beaver Valley, Grey County, Ontario",,Walk,,CA - ON - GREY COUNTY 5,,12/06/2022,David,
Canada,Ontario,Grey County 6,"Canada, Ontario, Grey County, Beaver Valley, Farms, farm animals",Grey County / Comté de Grey 6,"A Few Farms / Quelques Fermes  Beaver Valley, Grey County, Ontario",,Walk,,CA - ON - GREY COUNTY 6,,19/06/2022,David,
Canada,Ontario,Grey County 7,"Canada, Ontario, Grey County, Beaver Valley, Drive, small town",Grey County / Comté de Grey 7,"Beaver Valley Drive / Beaver Valley en auto   Grey County, Ontario",,Drive,,CA - ON - GREY COUNTY 7,,20/06/2022,David,
Canada,Ontario,Haliburton Scupture Garden,"Canada, Ontario, Haliburton, Nature, Forest, Trail, Sculpture, Art, Trees, Deer, Animals",Haliburton Sculpture Forest,"Haliburton Sculpture Forest, Haliburton Ontario",,Walk,,CA - ON - HALIBURTON SCULPTURE GARDEN,,31/10/2023,David,
Canada,Ontario,Halloween Monsters,"Canada, Ontario, Elora, Hallowe'en, sculpture, art, small town, autumn, fall",Halloween Monsters /Monstres d'Halloween,"Halloween Monsters / Monstres d'Halloween, Elora Ontario",,Walk,Elora,,,5/4/2024,David,
Canada,Ontario,Heritage Architecture Toronto,"Canada, Ontario, Toronto, Architecture, History",Architecture in/en Toronto,"Heritage Architecture Toronto / Architecture patrimoniale, Toronto",,Walk,Toronto,CA - ON - TO - HERITAGE ARCHITECTURE,"Redone with interior titles identifying buildings, new version uploaded Dec 19, 2022, old version was uploaded 04/05/2022",19/12/2022,David,
Canada,Ontario,Highway 35 to Dorset,"Canada, Ontario, Haliburton, Dorset, drive, walk, nature, small town, bridge, boat, lake, trees, summer",35 to Dorset / 35 vers Dorset,"Highway 35 to Dorset, Haliburton, Ontario / Sur l'autoroute 35 vers Dorset, haliburton, Ontarion",,Drive,,CA - ON - HIGHWAY 35 TO DORSET,walking section as well,22/11/2023,David,
Canada,Ontario,Island Ferry,"Canada, Ontario, Toronto, Ward's Island, Ferry, Lake Ontario, summer",Island Ferry / Ferry à l'île,"Island Ferry / Ferry à l'île, Toronto, Ontario",,Boat,Toronto,CA - ON - TO - ISLAND FERRY,,19/09/2022,David,
Canada,Ontario,Laurier Woods,"Canada, Ontario, North Bay, Laurier Woods, Forest, Park, Trail, nature, pond, autumn, fall, trees, countryside",Laurier Woods,"Laurier Woods, North Bay, Ontario",,Walk,North Bay,,,10/04/2024,David,
Canada,Ontario,Kingston,"Canada, Ontario, Kingston, Architecture, Historical, Cathedral, Church, Downtown, City Hall, Causeway, Royal Military College",Kingston,"Kingston, Ontario",,Drive,Kingston,CA - ON - KINGSTON,,09/09/2023,YiFei,
Canada,Ontario,Kingsway Bike Ride,"Canada, Ontario, Toronto, Bike ride, fall","Kingsway, Toronto","Kingsway Bike Ride / À vélo au quartier Kingsway, Toronto",,Bike,Toronto,CA - ON - TO - KINGSWAY BIKE RIDE,,04/05/2022,David,
Canada,Ontario,Kleinburg Sculpture,"Canada, Ontario, Kleinburg, McMichael Gallery, sculpture, art, winter",Kleinburg Sculpture,"Ivan Eyre Sculpture Garden, McMichael Canadian Art Collection, Kleinburg Ontario / Jardin de sculpture Ivan Eyre, McMichael collection d'art canadien, Kleinburg, Ontario",,Walk,Kleinburg,CA - ON - MCMICHAEL SCULPTURE GARDEN,,04/05/2022,David,
Canada,Ontario,Koreatown 1,"Canada, Ontario, Toronto, Bloor St, Koreatown, shopping","Koreatown 1, Toronto","Koreatown 1 / Le quartier coréen n.1, Toronto",,Walk,Toronto,CA - ON - TO - KOREATOWN 1,,04/05/2022,David,
Canada,Ontario,Koreatown 2,"Canada, Ontario, Toronto, Bloor St, Koreatown, shopping","Koreatown 2, Toronto","Koreatown 2 / Le quartier coréen n.2, Toronto",,Walk,Toronto,CA - ON - TO - KOREATOWN 2,,04/05/2022,David,
Canada,Ontario,Log Chute,"Canada, Ontario, Haliburton, Hike, Trail, Nature, Log Chute, River, Forest, Woods, Trees",Hike to Hawk Lake Log Chute/ Randonnée à la Goulotte à Billes de Hawk Lake,,,Walk,,CA - ON - LOG CHUTE_GOULOTTE À BILLES,,01/10/2023,David,
Canada,Ontario,Martin Goodman Trail 1,"Canada, Ontario, Toronto, Martin Goodman Trail, bike",Sentier Martin Goodman Trail 1,"Martin Goodman Trail 1, Toronto / La Piste Martin Goodman n.1, Toronto",,Bike,Toronto,CA - ON - TO - MARTIN GOODMAN TRAIL 1,,04/05/2022,Charlie,
Canada,Ontario,Martin Goodman Trail 2,"Canada, Ontario, Toronto, Martin Goodman Trail, bike",Sentier Martin Goodman Trail 2,"Martin Goodman Trail 2, Toronto / La Piste Martin Goodman n.2, Toronto",,Bike,Toronto,CA - ON - TO - MARTIN GOODMAN TRAIL 2,,04/05/2022,Charlie,
Canada,Ontario,Martin Goodman Trail 3,"Canada, Ontario, Toronto, Martin Goodman Trail, bike",Sentier Martin Goodman Trail 3,"Martin Goodman Trail 3, Toronto / La Piste Martin Goodman n.3, Toronto",,Bike,Toronto,CA - ON - TO - MARTIN GOODMAN TRAIL 3,,04/05/2022,Charlie,
Canada,Ontario,Martin Goodman Trail 4,"Canada, Ontario, Toronto, Martin Goodman Trail, bike",Sentier Martin Goodman Trail 4,"Martin Goodman Trail 4, Toronto / La Piste Martin Goodman n.4, Toronto",,Bike,Toronto,CA - ON - TO - MARTIN GOODMAN TRAIL 4,,04/05/2022,Charlie,
Canada,Ontario,Martin Goodman Trail 5,"Canada, Ontario, Toronto, Martin Goodman Trail, bike",Sentier Martin Goodman Trail 5,"Martin Goodman Trail 5, Toronto / La Piste Martin Goodman n.5, Toronto",,Bike,Toronto,CA - ON - TO - MARTIN GOODMAN TRAIL 5,,04/05/2022,Charlie,
Canada,Ontario,McDougall Mill Museum,"Canada, Ontario, Renfrew, McDougall Mill Museum, museum",McDougall Museum / Musée McDougall,"McDougall Mill Museum, Renfrew Ontario /Musée du Moulin McDougall, Renfrew Ontario",,Walk,,CA - ON - MCDOUGALL MUSEUM,,19/09/2022,David,
Canada,Ontario,Meaford,"Canada, Ontario, Meaford, drive, small town, harbour",Meaford,"Meaford, Ontario",,Drive,Meaford,CA - ON - MEAFORD,,07/07/2022,David,
Canada,Ontario,Niagara Drive,"Canada, Ontario, Niagara, Drive, countryside, vineyards, fall, autumn",Niagara Drive / Niagara en Auto,"Niagara Drive, Ontario / Niagara en Auto, Ontario",,Drive,,CA - ON - NIAGARA DRIVE,,12/12/2022,David,
Canada,Ontario,North Bay,"Canada, Ontario, North Bay, drive, waterfront, Lake Nipissing",North Bay,"North Bay, Ontario",,Drive,North Bay,CA - ON - NORTH BAY ONTARIO,,04/05/2022,David/Lisa,
Canada,Ontario,North Bay Cruisers,"Canada, Ontario, North Bay, Cars, vintage cars, classic cars, trucks, summer",North Bay Cruisers,"North Bay Cruisers Car Club, North Bay, Ontario",,Walk,North Bay,CA - ON - NORTH BAY CRUISERS,,24/11/2023,David,
Canada,Ontario,North of Meaford,"Canada, Ontario, Georgian Bay, countryside, Drive",North of / Au nord de Meaford,"North of Meaford / Au nord de Meaford, Ontario",,Drive,,CA - ON - NORTH OF MEAFORD,,07/07/2022,David,
Canada,Ontario,Perth 1,"Canada, Ontario, Perth, small town, history, park",Perth 1 / Perth n. 1,Perth 1 / Perth n. 1  Ontario,,Walk,Perth,CA - ON - PERTH 1,,22/07/2022,David,
Canada,Ontario,Perth 2,"Canada, Ontario, Perth, small town, history, park",Perth 2 / Perth n. 2,Perth 2 / Perth n. 2  Ontario,,Walk,Perth,CA - ON - PERTH 2,,22/07/2022,David,
Canada,Ontario,Philosopher's Walk,"Canada, Ontario, Toronto, Philosopher's Walk, park",Philosopher's Walk,"Philosopher's Walk, University of Toronto / Le sentier des philosophes, Université de Toronto",,Drone,Toronto,CA - ON - TO - PHILOSOPHER'S WALK,,04/05/2022,Mark/Ken,
Canada,Ontario,Port Perry & Kleinburg,"Canada, Ontario, Port Perry, Kleinburg, Waterfront, small town, winter",Port Perry & Kleinburg,Port Perry & Kleinburg,,Drive,,CA - ON - PORT PERRY & KLEINBURG,,04/05/2022,David,
Canada,Ontario,Queen St West 1,"Canada, Ontario, Toronto, Queen Street West",Queen St / rue Queen Toronto 1,"Queen St West 1 / Rue Queen Ouest n. 1, Toronto, Ontario",,Walk,Toronto,CA - ON - TO - QUEEN WEST 1,,09/06/2022,David,
Canada,Ontario,Queen St West 2,"Canada, Ontario, Toronto, Queen Street West",Queen St / rue Queen Toronto 2,"Queen St West 2 / Rue Queen Ouest n. 2, Toronto, Ontario",,Walk,Toronto,CA - ON - TO - QUEEN WEST 2,,09/06/2022,David,
Canada,Ontario,Queen St West 3,"Canada, Ontario, Toronto, Queen Street West",Queen St / rue Queen Toronto 3,"Queen St West 3 / Rue Queen Ouest n. 3, Toronto, Ontario",,Walk,Toronto,CA - ON - TO - QUEEN WEST 3,,07/07/2022,David,
Canada,Ontario,Road to the Cottage,"Canada, Ontario, Arnprior, countryside, Drive, summer",To the cottage / Vers le chalet,"Road to the Cottage, near Arnprior, Ontario / Sur la route vers le chalet, près d'Arnprior, Ontario",,Drive,,CA - ON - TO THE COTTAGE,,19/09/2022,David,
Canada,Ontario,Roundhouse Park,"Canada, Ontario, Toronto, Trains, locomotives",Roundhouse Park / Parc Roundhouse,"Roundhouse Park, Toronto / Parc Roundhouse, Toronto",,Walk,Toronto,CA - ON - TO - ROUNDHOUSE PARK,,19/09/2022,David,
Canada,Ontario,Screaming Heads,"Canada, Ontario, Burk's Falls, Sculpture, art, countryside, park, gardens, summer",Screaming Heads / Têtes Hurlantes,"Screaming Heads, Outdoor Sculptures / Têtes Hurlantes, Sculptures en plein air",,Walk,Burk's Falls,,,05/04/2024,David,
Canada,Ontario,Spring Blossoms,"Canada, Ontario, Toronto, Flowers, gardens, spring, city",Spring Blossoms / Fleurs de printemps,"Spring Blossoms / Fleurs de printemps, Toronto, Ontario",,Walk,Toronto,,,07/07/2023,David,
Canada,Ontario,St Lawrence Market,"Canada, Ontario, Toronto, St. Lawrence Market, history, shopping",St Lawrence Market,"St. Lawrence Market, Toronto / Le marché St. Laurent, Toronto",,Walk,Toronto,CA - ON - TO - ST LAWRENCE MARKET,,04/05/2022,David,
Canada,Ontario,Summer Camp,"Canada, Ontario, trees, nature, forest, lake",Summer Camp / Camp de vacances,"Summer Camp, Gravenhurst / Camp de Vacances, Gravenhurst",,Drone,,,,11/04/2024,Ken,
Canada,Ontario,Summer Camp Canoe Races,"Canada, Ontario, canoeing, summer, swimming, nature, lake, games",Canoe Races /  Courses de Canot,"Summer Camp Canoe Races, Gravenhurst / Courses de Canot au Camp de Vacances, Gravenhurst",,Drone,,,,11/04/2024,Ken,
Canada,Ontario,Summer Flowers,"Canada, Ontario, Toronto, Flowers, gardens, summer, city",Summer Flowers / Fleurs d'été,"Summer Flowers / Fleurs d'été, Toronto, Ontario",,Walk,Toronto,CA - ON - SUMMER FLOWERS,,01/10/2023,David,
Canada,Ontario,"Sunset Park, North Bay","Canada, Ontario, North Bay, Lake Nipissing, Lake, Park",Sunset Park / Parc Sunset,"Sunset Park / Parc Sunset , North Bay , Ontario",,Walk,North Bay,CA - ON - SUNSET PARK,,19/09/2022,David,
Canada,Ontario,To St Catharines and a Winery,"Canada, Ontario, St Catharines, Drive, countryside, autumn, fall, vineyards",St Catharines & Winery / Vinerie,To St Catharines & a Winery / Un Tour à St Catharines et une Vinerie,,Drive,,CA - ON - ST CATHARINES & WINERY,,10/03/2023,David,
Canada,Ontario,Toronto Botanical Garden,"Canada, Ontario, Toronto, Garden, flowers, trees, park, summer, trees, nature",Botanical Gardens / Jardin Botanique ,Toronto Botanical Garden / Jardin Botanique de Toronto,,Walk,Toronto,,,10/04/2024,David,
Canada,Ontario,Toronto City Hall Christmas,"Canada, Ontario, Toronto, City Hall, skating, Christmas",Xmas/Nöel City Hall Toronto,"City Hall Christmas, Toronto / L'Hôtel de ville à Nöel, Toronto",,Walk,Toronto,XMAS - CITY HALL CHRISTMAS,Christmas,04/05/2022,David,
Canada,Ontario,Toronto Music Garden,"Canada, Ontario, Toronto, Garden, park, trees, flowers, sculpture, nature, music, waterfront, Lake Ontario",Toronto Music Garden,"Toronto Music Garden, Toronto, Ontario",,Walk,Toronto,CA - ON - TORONTO MUSIC GARDEN,,24/11/2023,David,
Canada,Ontario,Train to Brockville,"Canada, Ontario, Brockville, Toronto, Union Station, Train, Lake Ontario",Brockville by/en train,Train Trip to Brockville / Voyage en train à Brockville,,Train,,CA - ON - TRAIN TRIP TO BROCKVILLE,,04/05/2022,David,
Canada,Ontario,University of Toronto,"Canada, Ontario, Toronto, University of Toronto, Architecture, Hstory",University of / Université de Toronto,"University of Toronto, St George campus / Université de Toronto, campus St-George",,Walk,Toronto,CA - ON - UNIVERSITY OF TORONTO,,15/03/2023,David,
Canada,Ontario,Walk to Harbourfront Centre,"Canada, Ontario, Toronto, waterfront, skyline, CN Tower, Lake Ontario, boat, park, trees, ducks, birds, ship, tugboat, sailboat, marina, docks, boardwalk, ferry",To / Vers Harbourfront,"Walk to Harbourfront Centre, Toronto Ontario / Promenade vers Centre Harbourfront, Toronto, Ontario",,Walk,Toronto,CA - ON - WALK TO HARBOURFRONT CENTRE,,24/11/2023,David,
Canada,Ontario,Ward's Island,"Canada, Ontario, Toronto, Ward's Island, Lake Ontario, garden, park, summer, waterfront, boardwalk, marina",Ward's Island / L'île Ward,"Ward's Island / L'île Ward, Toronto Ontario",,Walk,Toronto,CA - ON - TO - WARDS ISLAND,,19/09/2022,David,
Canada,Ontario,Winter Highway Drive,"Canada, Ontario, Highway 11, winter, rocks, trees, nature, snow, northern Ontario",Winter Drive / Hiver en auto,"Winter Drive, Highway 11, Ontario / Promenade en Voiture, Autoroute 11, Ontario",,Drive,,,,10/04/2024,David,
Canada,Ontario,Winter Trail Walk,"Canada, Ontario, North Bay, winter, trail, hike, nature",Winter Walk / Sentier en hiver,"Winter Trail Walk, North Bay / Un sentier en hiver, North Bay",,Walk,,CA - ON - WINTER TRAIL WALK,,04/05/2022,David,
Canada,Prince Edward Island,Brackley Beach,"Canada, Prince Edward Island, Brackley Beach, countryside, summer, beach, Atlantic Ocean, boardwalk, drone",Brackley Beach / Plage Brackley,"Brackley Beach, Prince Edward Island / Plage Brackley, Île-du-Prince-Édouard",,Drone,,CA - PE - BRACKLEY BEACH,DRONE + WALK,19/09/2022,Mark & Ken,
Canada,Prince Edward Island,Charlottetown,"Canada, Prince Edward Island, Charlottetown, Harbour, drone, boats, ships, summer",Charlottetown,"Charlottetown, Prince Edward Island / Île-du-Prince-Édouard",,Drone,,CA - PE - CHARLOTTETOWN,DRONE + WALK,19/09/2022,Mark & Ken,
Canada,Prince Edward Island,Confederation Bridge,"Canada, Prince Edward Island, Confederation Bridge, Northumberland Strait, Trans-Canada Highway, countryside, summer, drive",Confederation Bridge / Pont Confédération,"Confederation Bridge, Prince Edward Island / Pont de la Confédération, île-du-Prince-Édouard",,Drive,,CA - PE - CONFEDERATION BRIDGE,,16/09/2022,Mark,
Canada,Prince Edward Island,Malpeque > Kensington,"Canada, Prince Edward Island, Highway 20, Malpeque, Kensington, countryside, farms, summer, drive",Malpeque > Kensington,"Malpeque > > > Kensington, Prince Edward Island / Île-du-Prince-Édouard",,Drive,,CA - PE - MALPEQUE TO KENSINGTON,,22/09/2022,Mark,
Canada,Prince Edward Island,New London > Seaview,"Canada, Prince Edward Island, Highway 20, New London, Seaview, countryside, farms, summer, drive",New London > Seaview,"New London > > > Seaview, Prince Edward Island / Île-du-Prince-Édouard",,Drive,,CA - PE - NEW LONDON TO SEAVIEW,,22/09/2022,Mark,
Canada,Prince Edward Island,O'Leary Drive,"Canada, Prince Edward Island, O'Leary, summer, drive",O'Leary Drive /O'Leary en auto,"O'Leary Drive, Prince Edward Island /O'Leary en auto, Île-du-Prince-Édouard",,Drive,,CA - PE - O'LEARY DRIVE,,19/09/2022,Mark,
Canada,Prince Edward Island,O'Leary from Above,"Canada, Prince Edward Island, O'Leary, countryside, summer, drone",O'Leary by drone / par drone,"O'Leary from Above , Prince Edward Island / O'Leary vu d'en haut, Île-du-Prince-Édouard",,Drone,,CA - PE - O'LEARY FROM ABOVE,,19/09/2022,Ken,
Canada,Prince Edward Island,To Hunter River,"Canada, Prince Edward Island, Hunter River, Highway 2, countryside, summer, drive",To / Vers Hunter River,"To / Vers Hunter River, Prince Edward Island / Île-du-Prince-Édouard",,Drive,,CA - PE - HUNTER RIVER,,22/09/2022,Mark,
Canada,Prince Edward Island,To Stanley Bridge,"Canada, Prince Edward Island, Highway 13, Highway 224, Stanley Bridge, countryside, summer, nature, drive",to / Vers Sydney Bridge,"To /Vers Sydney Bridge,  Prince Edward Island / Île-du-Prince-Édouard",,Drive,,CA - PE - SYDNEY BRIDGE,,22/09/2022,Mark,
Canada,Quebec,2 Montreal Parks,"Canada, Quebec, Montreal, Park, architecture, fountain, trees",Montreal Parks / Parcs Montréalais,"2 Parcs Montréalais, Quebec / 2 Montréal Parks, Quebec",,Walk,Montreal,CA - QC - 2 MONTREAL PARKS,,09/12/2022,David,
Canada,Quebec,Boom Défense 1,"Canada, Quebec, Gaspé, Ocean, Waves, Seashore, Beach, Coast, Sand, Grasses, Wind, Nature, Forest, Trees, WW2 History","Boom Défense 1, Gaspé, Québec","Boom Défense 1, Gaspé, Québec",,Walk,,,DRONE + WALK,05/04/2024,Mark & Ken,
Canada,Quebec,Boom Défense 2,"Canada, Quebec, Gaspé, Ocean, Waves, Seashore, Beach, Coast, Sand, Grasses, Wind, Nature, Forest, Trees, WW2 History ","Boom Défense 2, Gaspé, Québec","Boom Défense 2, Gaspé, Québec",,Walk,,,DRONE + WALK,05/04/2024,Mark & Ken,
Canada,Quebec,Cap-des-Rosiers,"Canada, Quebec, Countryside, highway, drive, coast,  shoreline, Atlantic ocean, beach, summer, lighthouse, trees, forests, mountains",Cap-des-Rosiers,"Cap-des-Rosiers, Gaspé, Québec",,Drive,,,DRIVE + WALK + DRONE,04/04/2024,Mark & Ken,
Canada,Quebec,Forillon 1,"Canada, Quebec, Countryside, nature, beach, Atlantic ocean, lighthouse, Gaspé, forest, trees, coast, shoreline, cliffs, national park, trail, hike, bear",Forillon 1,"Parc National Forillon n. 1, Québec / Forillon National Park 1, Quebec",,Walk,,,,05/04/2024,Mark,
Canada,Quebec,Forillon 2,"Canada, Quebec, Countryside, nature, Atlantic ocean, lighthouse, Gaspé, forest, trees, coast, shoreline, cliffs, national park, trail, hike, lookout",Forillon 2,"Parc National Forillon n. 2, Québec / Forillon National Park 2, Quebec",,Drone,,,DRONE + WALK,05/04/2024,Mark & Ken,
Canada,Quebec,Gaspé South Coast,"Canada, Quebec, Countryside, highway drive, coast,  shoreline, Atlantic ocean, summer, trees, boats",Gaspé Côté Sud / Gaspé South Coast,"Côté Sud de la Gaspésie, Québec / South Coast, Gaspé Penisula, Québec",,Drive,,,,05/04/2024,Mark,
Canada,Quebec,Mont Royal Park,"Canada, Quebec, Montreal, Mont Royal Park, Park, walk, terrace",Parc du Mont-Royal,"Parc du Mont-Royal, Montréal, Québec / Mont Royal Park, Montreal, Québec",,Walk,Montreal,CA - QC -  MOUNT ROYAL PARK,,09/12/2022,David,
Canada,Quebec,Montreal Streets,"Canada, Quebec, Montreal, Montreal streets, architecture, rue St. Denis, shopping",Montreal Streets / Rues Montréalaises,"Streets of Montreal , Quebec / Des rues à Montréal, Québec",,Walk,Montreal,CA - QC - MONTREAL STREETS,,19/12/2022,David,
Canada,Quebec,Percé Rock,"Canada, Quebec, Percé Rock, rocks, cliffs, Atlantic Ocean, nature, coast, summer, countryside, landmark, drone",Percé,"Le Rocher Percé, Gaspé, Québec / Percé Rock, Gaspé, Quebec",,Drive,,,DRIVE + WALK + DRONE,10/04/2024,Mark & Ken,
Canada,Quebec,Percé to Pont Ste. Majorique,"Canada, Quebec, Percé, Sainte Majorique, Causeway, Ocean, nature, coast, summer, countryside",Percé > Pont St. Majorique,"Percé > > > Pont Saint-Majorique, Gaspésie, Québec",,Drive,,,,05/04/2024,Mark,
Canada,Quebec,Pont Jacques Cartier Bridge,"Canada, Quebec, Montreal, Jacques Cartier Bridge, Bridge, highway",Pont Jacques-Cartier Bridge,"Pont Jacques-Cartier, Québec / Jacques Cartier Bridge, Quebec",,Drive,,CA - QC - JACQUES CARTIER BRIDGE,,04/05/2022,Mark,
Canada,Quebec,Rivière Matapédia River,"Canada, Quebec, Matapedia River, river, hills, nature",Matapedia,"Beside the Matapedia River, Québec / Le Long de la rivière Matapédia, Québec",,Drive,,CA - QC - BESIDE THE MATAPEDIA RIVER,,04/05/2022,Mark,
Canada,Quebec,St Lawrence / St Laurent,"Canada, Quebec, River, countryside, drive, highway",St Lawrence / St Laurent,"Rive Sud, Fleuve Saint Laurent / South Shore, St Lawrence River",,Drive,,CA - QC - SOUTH SHORE ST LAWRENCE,,04/05/2022,Mark,
Canada,Quebec,Vieux Montréal 1,"Canada, Quebec, Montreal, Old Montreal, architecture, history, shopping, walk, Place des Armes, cathedral",Vieux/Old Montréal 1,"Old Montreal 1 / Vieux Montréal n.1, Québec  ",,Walk,Montreal,CA - QC - VIEUX-MONTRÉAL 1,,04/05/2022,Mark,
Canada,Quebec,Vieux Montréal 2,"Canada, Quebec, Montreal, Old Montreal, architecture, history, shopping, walk",Vieux/Old Montréal 2,"Old Montreal 2 / Vieux Montréal n.2, Québec ",,Walk,Montreal,CA - QC - VIEUX-MONTRÉAL 2,,04/05/2022,Mark,
